doc_id,paragraph_idx,tokens,coarse,coarse_probs,fine,fine_probs,is_relation
nyt_07727,7,For-this-reason,Contingency,0.4889,Contingency.Cause,0.3554,0.6304589807987213
nyt_07727,8,leaving,Contingency,0.5619,Contingency.Cause,0.5099,0.6427599787712097
nyt_07735,6,knocking,Contingency,0.7424,Contingency.Cause,0.5792,0.7743737250566483
nyt_07745,1,driving,Contingency,0.8448,Contingency.Cause,0.8324,0.876353420317173
nyt_07746,0,Since-then,Temporal,0.3864,None,0.3108,0.6437797844409943
nyt_07751,1,providing,Contingency,0.6605,Contingency.Cause,0.7786,0.7126224040985107
nyt_07759,32,killing,Contingency,0.8366,Contingency.Cause,0.7011,0.9483283385634422
nyt_07759,52,suggesting,Contingency,0.8197,Contingency.Cause,0.5634,0.9080135971307755
nyt_07759,59,leaving,Contingency,0.9528,Contingency.Cause,0.9261,0.9617513939738274
nyt_07760,17,shrinking,Contingency,0.3936,None,0.3052,0.6304075717926025
nyt_07760,19,replacing,Contingency,0.4388,Contingency.Cause,0.2674,0.6794123351573944
nyt_07763,8,scoring,Contingency,0.6497,Contingency.Cause,0.603,0.7757623493671417
nyt_07766,1,helping,Contingency,0.9386,Contingency.Cause,0.8924,0.9527197070419788
nyt_07768,19,revolutionizing,Contingency,0.5401,None,0.3907,0.6845893859863281
nyt_07769,4,not,None,0.3791,None,0.2721,0.6208786070346832
nyt_07770,5,making,Contingency,0.8388,Contingency.Cause,0.7882,0.8769395649433136
nyt_07770,5,making,Contingency,0.8279,Contingency.Cause,0.7617,0.8991815224289894
nyt_07782,0,killing,Contingency,0.799,Contingency.Cause,0.6702,0.8911536782979965
nyt_07798,13,making,Contingency,0.8363,Contingency.Cause,0.7028,0.8672253787517548
nyt_07815,24,Which-makes,Contingency,0.4536,Contingency.Cause,0.3717,0.6353662312030792
nyt_07815,32,Which-brings-us-to,None,0.3971,None,0.4126,0.6028669476509094
nyt_07819,8,causing,Contingency,0.7473,Contingency.Cause,0.7707,0.7873114496469498
nyt_07819,14,leaving,Contingency,0.8842,Contingency.Cause,0.906,0.9198857694864273
nyt_07826,18,not,Expansion,0.5044,None,0.271,0.6876024603843689
nyt_07829,1,plunging,Contingency,0.7199,Contingency.Cause,0.6954,0.7885028123855591
nyt_07833,9,That-made,None,0.3713,None,0.3464,0.6286824345588684
nyt_07839,21,leaving,Contingency,0.7028,Contingency.Cause,0.6298,0.8182464838027954
nyt_07840,11,making,Contingency,0.9558,Contingency.Cause,0.8964,0.9729121197015047
nyt_07848,11,prompting,Contingency,0.9198,Contingency.Cause,0.8892,0.9406351037323475
nyt_07853,9,leaving,Contingency,0.8531,Contingency.Cause,0.8251,0.8968123868107796
nyt_07868,5,deterring,Contingency,0.5906,Contingency.Cause,0.5276,0.6730446219444275
nyt_07868,8,blocking,Contingency,0.6237,Contingency.Cause,0.499,0.7246018648147583
nyt_07871,0,prompting,Contingency,0.8008,Contingency.Cause,0.79,0.8851546943187714
nyt_07876,1,moving,Contingency,0.8244,Contingency.Cause,0.7564,0.8767707496881485
nyt_07890,14,giving,Contingency,0.6928,Contingency.Cause,0.5733,0.7755177021026611
nyt_07890,15,leaving,Contingency,0.8401,Contingency.Cause,0.6318,0.8783026933670044
nyt_07890,17,scoring,Contingency,0.4468,Contingency.Cause,0.3619,0.6413506865501404
nyt_07892,30,leading-to,Contingency,0.5311,Contingency.Cause,0.638,0.6092073321342468
nyt_07892,32,prompting,Contingency,0.9076,Contingency.Cause,0.5665,0.9315655827522278
nyt_07894,1,meaning,Contingency,0.4243,Contingency.Cause,0.2836,0.6593021750450134
nyt_07895,23,transforming,Contingency,0.5271,Contingency.Cause,0.4312,0.6208853125572205
nyt_07895,28,not,Expansion,0.5048,None,0.4362,0.6033034324645996
nyt_07898,9,allowing,Contingency,0.6903,Contingency.Cause,0.7267,0.7380942404270172
nyt_07903,7,opening,Contingency,0.7574,Contingency.Cause,0.6344,0.8548284322023392
nyt_07908,15,bringing,Contingency,0.7707,Contingency.Cause,0.6899,0.8712337613105774
nyt_07914,1,leaving,Contingency,0.8775,Contingency.Cause,0.7565,0.9312027841806412
nyt_07914,3,enabling,Contingency,0.8105,Contingency.Cause,0.7396,0.8763040602207184
nyt_07927,5,disrupting,Contingency,0.6301,Contingency.Cause,0.424,0.7084397077560425
nyt_07930,3,trying,Contingency,0.5786,None,0.3334,0.6914392709732056
nyt_07931,8,striking,Contingency,0.4925,Contingency.Cause,0.4172,0.664941668510437
nyt_07933,5,leaving,Contingency,0.5977,Contingency.Cause,0.5748,0.6739960312843323
nyt_07937,10,leaving,Contingency,0.6907,Contingency.Cause,0.7706,0.80046446621418
nyt_07946,8,assuming,Contingency,0.7844,None,0.2723,0.8419561088085175
nyt_07949,20,allowing,Contingency,0.56,Contingency.Cause,0.5063,0.6779921650886536
nyt_07952,9,creating,Contingency,0.7667,Contingency.Cause,0.4265,0.8149207383394241
nyt_07953,3,making,Contingency,0.8445,Contingency.Cause,0.8734,0.8900591284036636
nyt_07953,10,making,Contingency,0.9818,Contingency.Cause,0.9638,0.9879058795049787
nyt_07953,11,resulting-in,Contingency,0.7403,Contingency.Cause,0.594,0.7944645285606384
nyt_07956,0,And-that-means,Contingency,0.3966,None,0.4379,0.6036117374897003
nyt_07965,13,erasing,Contingency,0.8658,Contingency.Cause,0.5747,0.8968207016587257
nyt_07974,2,giving,Contingency,0.6917,Contingency.Cause,0.6582,0.8180554211139679
nyt_07985,5,which-helps-explain-why,Contingency,0.4965,Contingency.Cause,0.5377,0.6553557217121124
nyt_07985,7,which-means,Contingency,0.4367,Contingency.Cause,0.4092,0.6588064730167389
nyt_07992,0,which-is-why,Contingency,0.69,None,0.4417,0.7415212690830231
nyt_07996,12,requiring,Contingency,0.5961,Contingency.Cause,0.4489,0.679002583026886
nyt_07996,14,making,Contingency,0.8851,Contingency.Cause,0.9518,0.8964171782135963
nyt_08004,7,That-means-that,Contingency,0.4444,None,0.3432,0.6232874691486359
nyt_08007,0,prompting,Contingency,0.7951,Contingency.Cause,0.7518,0.8723801374435425
nyt_08012,5,offering,Contingency,0.577,Contingency.Cause,0.378,0.6935539841651917
nyt_08016,11,intensifying,Contingency,0.6475,Contingency.Cause,0.5033,0.7704318761825562
nyt_08016,16,which-makes,Contingency,0.4811,None,0.5473,0.6043750643730164
nyt_08031,3,reducing,Contingency,0.8483,Contingency.Cause,0.8933,0.9161185324192047
nyt_08037,10,stifling,Contingency,0.6266,Contingency.Cause,0.6561,0.7149688601493835
nyt_08040,9,taking,None,0.3508,None,0.1955,0.6491720974445343
nyt_08044,26,altering,Contingency,0.5717,Contingency.Cause,0.4081,0.6835077404975891
nyt_08044,52,That-allowed,Contingency,0.5614,None,0.4006,0.6762390434741974
nyt_08045,17,reflecting,Contingency,0.7424,Contingency.Cause,0.6229,0.8257216513156891
nyt_08054,5,leaving,Contingency,0.5502,Contingency.Cause,0.5699,0.6775132715702057
nyt_08055,6,This-means-that,Contingency,0.6658,Contingency.Cause,0.544,0.753282219171524
nyt_08065,7,suggesting,Contingency,0.8742,Contingency.Cause,0.8425,0.9219669476151466
nyt_08072,12,That-made,Contingency,0.4842,None,0.3707,0.6198891997337341
nyt_08074,1,forcing,Contingency,0.8486,Contingency.Cause,0.7762,0.9031922519207001
nyt_08085,1,generating,Contingency,0.6715,Contingency.Cause,0.5411,0.7513509690761566
nyt_08097,0,sparking,Contingency,0.7444,Contingency.Cause,0.6388,0.820405125617981
nyt_08113,15,justifying,Contingency,0.5859,None,0.4915,0.6553297638893127
nyt_08116,3,It-sent,Contingency,0.5375,None,0.3947,0.6742929220199585
nyt_08123,4,provided,Contingency,0.6005,None,0.3179,0.7751903235912323
nyt_08124,14,turning,Contingency,0.7743,Contingency.Cause,0.7365,0.8408691585063934
nyt_08134,5,suggesting,Contingency,0.4599,Contingency.Cause,0.4217,0.6734643876552582
nyt_08141,8,rendering,Contingency,0.8127,Contingency.Cause,0.7335,0.9026350677013397
nyt_08152,9,tilting,Contingency,0.9216,Contingency.Cause,0.8375,0.9439967200160027
nyt_08157,0,That-'s-because,Contingency,0.4389,None,0.3943,0.6020048260688782
nyt_08164,3,leaving,Contingency,0.8547,Contingency.Cause,0.8268,0.8986653685569763
nyt_08164,7,causing,Contingency,0.8692,Contingency.Cause,0.7759,0.8924834206700325
nyt_08165,20,That-means,Contingency,0.5882,Contingency.Cause,0.3979,0.7097554504871368
nyt_08166,13,complicating,Contingency,0.7528,Contingency.Cause,0.6303,0.7949140220880508
nyt_08166,13,further,Contingency,0.4348,None,0.4034,0.6185956597328186
nyt_08168,17,causing,Contingency,0.8765,Contingency.Cause,0.8455,0.8967734426259995
nyt_08168,22,fueling,Contingency,0.8741,Contingency.Cause,0.6507,0.9068002998828888
nyt_08169,81,making,Contingency,0.7902,Contingency.Cause,0.5535,0.900266207754612
nyt_08175,0,ending,Contingency,0.6561,Contingency.Cause,0.5819,0.7924267798662186
nyt_08180,4,This-is-why-I,Contingency,0.5359,None,0.4199,0.6780877709388733
nyt_08180,6,The-result-is,Contingency,0.5119,None,0.6071,0.6059883832931519
nyt_08181,8,provided,Contingency,0.4395,None,0.5684,0.6179381608963013
nyt_08181,18,making,Contingency,0.9536,Contingency.Cause,0.8786,0.9739434234797955
nyt_08181,23,reversing,Contingency,0.6348,Contingency.Cause,0.5625,0.7343341708183289
nyt_08194,6,making,Contingency,0.7799,Contingency.Cause,0.709,0.8396841436624527
nyt_08195,5,creating,Contingency,0.6501,Contingency.Cause,0.54,0.7037903070449829
nyt_08196,3,confirming,Contingency,0.5445,None,0.3736,0.673573911190033
nyt_08196,3,granting,Contingency,0.7793,Contingency.Cause,0.6253,0.845315009355545
nyt_08223,6,upsetting,Contingency,0.5659,Contingency.Cause,0.4772,0.6920312643051147
nyt_08235,8,proving,Contingency,0.8007,Contingency.Cause,0.7951,0.8775047212839127
nyt_08239,15,leaving,Contingency,0.5466,Contingency.Cause,0.5135,0.6758816540241241
nyt_08245,13,meaning,Contingency,0.773,Contingency.Cause,0.5844,0.8611496984958649
nyt_08250,15,not,Expansion,0.3997,None,0.1818,0.6278897523880005
nyt_08253,7,so,Contingency,0.4321,None,0.3251,0.6372750103473663
nyt_08260,10,giving,Contingency,0.7654,Contingency.Cause,0.7426,0.8461246639490128
nyt_08260,38,That-is-not-to,None,0.3959,None,0.2841,0.6041336059570312
nyt_08260,38,''-The-reason-is-that,Contingency,0.4853,None,0.5225,0.6057378649711609
nyt_08263,15,suggesting,Contingency,0.5101,Contingency.Cause,0.3797,0.692881166934967
nyt_08271,13,drawing,Contingency,0.7746,Contingency.Cause,0.6924,0.8504479676485062
nyt_08271,16,sending,Contingency,0.7006,Contingency.Cause,0.5772,0.7800909578800201
nyt_08271,22,not,Expansion,0.5259,None,0.3919,0.6458551287651062
nyt_08298,13,killing,Contingency,0.871,Contingency.Cause,0.5863,0.9260679855942726
nyt_08311,7,To-that-end,None,0.3822,None,0.2154,0.6177752614021301
nyt_08311,23,making,Contingency,0.7042,Contingency.Cause,0.6936,0.7884869128465652
nyt_08322,0,putting,Contingency,0.7849,Contingency.Cause,0.6863,0.8662445098161697
nyt_08332,80,That-'s-why,Contingency,0.5533,None,0.4422,0.6957251727581024
nyt_08342,3,next-time,None,0.3891,None,0.3579,0.6108676195144653
nyt_08352,22,suggesting,Contingency,0.5779,None,0.3788,0.6807604730129242
nyt_08352,48,creating,Contingency,0.5546,Contingency.Cause,0.3332,0.7442630529403687
nyt_08353,0,killing,Contingency,0.8935,Contingency.Cause,0.8619,0.9462055638432503
nyt_08353,27,destroying,Contingency,0.8605,Contingency.Cause,0.7756,0.9385741576552391
nyt_08355,9,which-explains-why,Contingency,0.567,Contingency.Cause,0.5255,0.6233732998371124
nyt_08355,19,offsetting,Contingency,0.4842,None,0.3357,0.6980999112129211
nyt_08356,3,reducing,Contingency,0.6889,Contingency.Cause,0.5997,0.73299640417099
nyt_08356,9,adding,Contingency,0.7007,Contingency.Cause,0.6321,0.8327696323394775
nyt_08357,9,A-result,Contingency,0.5406,None,0.56,0.6030640602111816
nyt_08358,0,leaving,Contingency,0.8234,Contingency.Cause,0.8021,0.8716380745172501
nyt_08360,4,making,Contingency,0.9256,Contingency.Cause,0.8241,0.9499130919575691
nyt_08360,14,That-gave,Contingency,0.4907,Contingency.Cause,0.3803,0.6101735234260559
nyt_08363,10,reflecting,Contingency,0.8103,Contingency.Cause,0.7914,0.849898099899292
nyt_08367,4,prompting,Contingency,0.5892,Contingency.Cause,0.5119,0.7418183088302612
nyt_08367,15,limiting,Contingency,0.5409,Contingency.Cause,0.4862,0.6148500740528107
nyt_08367,21,meaning,Contingency,0.848,Contingency.Cause,0.6455,0.9283508658409119
nyt_08377,0,triggering,Contingency,0.546,Contingency.Cause,0.6401,0.7026096284389496
nyt_08377,2,creating,Contingency,0.6892,Contingency.Cause,0.6591,0.7425290942192078
nyt_08379,8,which-eliminates,None,0.3945,None,0.4041,0.6054675877094269
nyt_08380,51,creating,Contingency,0.6806,Contingency.Cause,0.6607,0.7195288240909576
nyt_08382,7,That-would-involve,Contingency,0.4039,Contingency.Cause,0.3375,0.6265282034873962
nyt_08383,4,creating,Contingency,0.7921,Contingency.Cause,0.7515,0.8510812371969223
nyt_08398,2,turning,Contingency,0.8256,Contingency.Cause,0.6517,0.8538512587547302
nyt_08412,5,That-leaves,Contingency,0.6686,Contingency.Cause,0.7097,0.7605631500482559
nyt_08415,0,demonstrating,Contingency,0.6687,Contingency.Cause,0.678,0.7485295832157135
nyt_08415,1,making,Contingency,0.971,Contingency.Cause,0.9749,0.9908495331183076
nyt_08415,10,making,Contingency,0.7948,Contingency.Cause,0.6241,0.8628304898738861
nyt_08415,11,making,Contingency,0.8624,Contingency.Cause,0.8268,0.8786009699106216
nyt_08415,22,making,Contingency,0.7584,Contingency.Cause,0.6805,0.8017770349979401
nyt_08415,25,leaving,Contingency,0.7815,Contingency.Cause,0.589,0.860243946313858
nyt_08431,6,not,Expansion,0.4811,None,0.3374,0.6817182898521423
nyt_08433,2,That-'s-why,Contingency,0.5493,Contingency.Cause,0.3826,0.7364863157272339
nyt_08446,2,indicating,Contingency,0.8272,Contingency.Cause,0.7419,0.8789137005805969
nyt_08446,2,meaning,Contingency,0.5012,Contingency.Cause,0.4667,0.716935932636261
nyt_08446,3,making,Contingency,0.8818,Contingency.Cause,0.8061,0.9293469190597534
nyt_08464,0,throwing-into-doubt,Contingency,0.5496,Contingency.Cause,0.4623,0.6257179379463196
nyt_08476,8,eliminating,Contingency,0.722,Contingency.Cause,0.6111,0.8522760570049286
nyt_08479,10,leaving,Contingency,0.6503,Contingency.Cause,0.4596,0.8412922769784927
nyt_08482,3,leaving,Contingency,0.8468,Contingency.Cause,0.8596,0.8695424199104309
nyt_08488,0,opening,Contingency,0.9259,Contingency.Cause,0.8256,0.9518539756536484
nyt_08488,13,not,Expansion,0.4694,None,0.449,0.617231160402298
nyt_08495,0,forcing,Contingency,0.8211,Contingency.Cause,0.6265,0.9147292226552963
nyt_08498,2,Since-then,Temporal,0.5315,None,0.3448,0.7430129945278168
nyt_08498,18,leaving,Contingency,0.6222,Contingency.Cause,0.4877,0.7872743606567383
nyt_08498,27,undermining,Contingency,0.549,Contingency.Cause,0.4224,0.6307303011417389
nyt_08499,2,showing,Contingency,0.6391,Contingency.Cause,0.7114,0.698965847492218
nyt_08506,1,ranking,Contingency,0.4997,Contingency.Cause,0.5278,0.6587305068969727
nyt_08511,9,That-way,Contingency,0.4775,None,0.4168,0.63407963514328
nyt_08512,13,reducing,Contingency,0.6722,Contingency.Cause,0.5455,0.7523337155580521
nyt_08515,11,cutting,Contingency,0.8704,Contingency.Cause,0.6536,0.9349001571536064
nyt_08526,2,not,Expansion,0.4306,None,0.3458,0.6667674779891968
nyt_08530,1,ending,Contingency,0.6401,Contingency.Cause,0.6439,0.7656334042549133
nyt_08534,4,It-makes,Contingency,0.5976,None,0.5614,0.6856882572174072
nyt_08535,3,which-means-that,Contingency,0.4548,Contingency.Cause,0.3776,0.6056606769561768
nyt_08539,13,That-puts,Contingency,0.5246,None,0.435,0.602266937494278
nyt_08539,32,suggesting,Contingency,0.6518,Contingency.Cause,0.5171,0.7355926036834717
nyt_08539,37,allowing,Contingency,0.8179,Contingency.Cause,0.7233,0.8513183891773224
nyt_08546,13,making,Contingency,0.5236,Contingency.Cause,0.4464,0.625294953584671
nyt_08548,48,This-stokes,Contingency,0.6049,None,0.4489,0.6780814528465271
nyt_08556,1,provided,Contingency,0.5345,None,0.4153,0.7411029040813446
nyt_08573,15,From-that-point,Temporal,0.4182,None,0.3368,0.673987090587616
nyt_08573,27,filling,Contingency,0.8832,Contingency.Cause,0.778,0.9257579445838928
nyt_08593,8,The-result,Contingency,0.5041,Contingency.Cause,0.4342,0.7254039943218231
nyt_08594,3,which-makes,Contingency,0.6494,Contingency.Cause,0.5489,0.7407793998718262
nyt_08596,5,That-gives,Contingency,0.6011,Contingency.Cause,0.584,0.6914690434932709
nyt_08596,16,making,Contingency,0.9459,Contingency.Cause,0.7696,0.976545412093401
nyt_08597,13,killing,Contingency,0.758,Contingency.Cause,0.6306,0.8535705953836441
nyt_08597,44,raising,Contingency,0.7873,Contingency.Cause,0.668,0.8532223254442215
nyt_08599,13,hours-after-that,None,0.3852,None,0.4347,0.6148412227630615
nyt_08605,3,giving,Contingency,0.948,Contingency.Cause,0.9283,0.9692509267479181
nyt_08605,5,leading-to,Contingency,0.5803,Contingency.Cause,0.4568,0.6510741710662842
nyt_08606,2,making,Contingency,0.762,Contingency.Cause,0.675,0.8963786512613297
nyt_08611,19,that-will-lead,Contingency,0.6728,Contingency.Cause,0.4952,0.7518596202135086
nyt_08612,11,That-'s-because,Contingency,0.5422,Contingency.Cause,0.5539,0.6144232749938965
nyt_08616,2,helping,Contingency,0.8177,Contingency.Cause,0.677,0.8720696866512299
nyt_08616,4,giving,Contingency,0.6859,Contingency.Cause,0.7554,0.7582978755235672
nyt_08617,0,helping,Contingency,0.5415,Contingency.Cause,0.5436,0.631509929895401
nyt_08625,12,angering,Contingency,0.6378,Contingency.Cause,0.4532,0.7894361615180969
nyt_08634,11,provided,Contingency,0.4899,None,0.308,0.6815567910671234
nyt_08635,12,sending,Contingency,0.827,Contingency.Cause,0.775,0.8614077270030975
nyt_08642,4,suggesting,Contingency,0.6187,Contingency.Cause,0.5809,0.7746878862380981
nyt_08644,7,which-means,Contingency,0.6772,Contingency.Cause,0.5335,0.7382739782333374
nyt_08645,1,That-is-why,Contingency,0.5505,Contingency.Cause,0.4043,0.7034290134906769
nyt_08657,0,reflecting,Contingency,0.9228,Contingency.Cause,0.8445,0.942860022187233
nyt_08667,1,leaving,Contingency,0.5811,Contingency.Cause,0.6008,0.6791051626205444
nyt_08671,4,leaving,Contingency,0.5494,Contingency.Cause,0.4305,0.7279075682163239
nyt_08676,9,hinting,Contingency,0.6014,Contingency.Cause,0.5925,0.7026270627975464
nyt_08686,3,making,Contingency,0.8071,Contingency.Cause,0.6171,0.8740201890468597
nyt_08695,10,Since-then,Temporal,0.3768,None,0.3559,0.6390022337436676
nyt_08697,14,followed-by,None,0.3779,None,0.2847,0.6220590174198151
nyt_08702,21,making,Contingency,0.9037,Contingency.Cause,0.767,0.9695441145449877
nyt_08702,43,erasing,Contingency,0.6764,Contingency.Cause,0.6757,0.8066570907831192
nyt_08702,59,leaving,Contingency,0.8961,Contingency.Cause,0.8817,0.9367231503129005
nyt_08704,6,bringing,Contingency,0.8134,Contingency.Cause,0.4825,0.8645946830511093
nyt_08712,0,let-alone,None,0.3877,None,0.2564,0.6122918725013733
nyt_08716,10,Perhaps-that-is-why,Contingency,0.5622,Contingency.Cause,0.3866,0.7084251046180725
nyt_08718,6,This-means-that,Contingency,0.4367,None,0.3735,0.6977958977222443
nyt_08718,15,which-meant,Contingency,0.485,Contingency.Cause,0.4731,0.6546732485294342
nyt_08724,9,providing,Contingency,0.7277,Contingency.Cause,0.7828,0.8030256181955338
nyt_08726,12,trying,Contingency,0.5094,None,0.3342,0.6331482231616974
nyt_08730,2,That-is-because,Contingency,0.5853,Contingency.Cause,0.5234,0.6623435020446777
nyt_08733,4,That-is-largely-because,Contingency,0.5811,Contingency.Cause,0.5746,0.6928935945034027
nyt_08739,9,Assuming,Contingency,0.5047,None,0.4161,0.6332015097141266
nyt_08753,0,not,Expansion,0.5223,None,0.4772,0.6080784797668457
nyt_08756,5,After-that,Temporal,0.3581,None,0.4906,0.6479027569293976
nyt_08757,8,That-'s-why,Contingency,0.4369,None,0.4306,0.6364903450012207
nyt_08763,3,providing,Contingency,0.6335,Contingency.Cause,0.5016,0.6740073561668396
nyt_08764,23,That-'s-why,Contingency,0.4658,Contingency.Cause,0.4189,0.6121319830417633
nyt_08765,8,cutting,Contingency,0.5651,Contingency.Cause,0.4807,0.6868343353271484
nyt_08771,4,allowing,Contingency,0.5424,None,0.4053,0.6996803879737854
nyt_08774,19,implying,Contingency,0.4798,None,0.3237,0.6478798389434814
nyt_08774,20,It-would-allow,Contingency,0.6044,None,0.416,0.6897667348384857
nyt_08776,6,leaving,Contingency,0.774,Contingency.Cause,0.6993,0.859347477555275
nyt_08782,24,making,Contingency,0.6117,None,0.4063,0.7426044344902039
nyt_08783,0,drawing,Contingency,0.6641,Contingency.Cause,0.7333,0.7557868510484695
nyt_08785,6,requiring,Contingency,0.4945,None,0.357,0.6158316433429718
nyt_08790,12,reducing,Contingency,0.7667,Contingency.Cause,0.6725,0.8335354626178741
nyt_08791,17,trying,Contingency,0.5519,None,0.3638,0.6566430628299713
nyt_08791,17,signaling,Contingency,0.701,Contingency.Cause,0.4896,0.7639500051736832
nyt_08791,17,Ever-since-then,Temporal,0.3933,None,0.3636,0.6190861761569977
nyt_08795,0,leaving,Contingency,0.6599,Contingency.Cause,0.6485,0.8133557140827179
nyt_08804,3,making,Contingency,0.8948,Contingency.Cause,0.7961,0.9527151435613632
nyt_08807,14,Which-brings-us,None,0.3345,Contingency.Cause,0.2483,0.665482223033905
nyt_08810,13,assuming,Contingency,0.6366,Contingency.Condition,0.2846,0.7347613275051117
nyt_08812,11,giving,Contingency,0.6397,Contingency.Cause,0.567,0.7704226523637772
nyt_08816,2,guaranteeing,Contingency,0.6816,Contingency.Cause,0.586,0.7898871302604675
nyt_08821,5,forcing,Contingency,0.6259,Contingency.Cause,0.6245,0.7515462785959244
nyt_08825,5,eroding,Contingency,0.7432,Contingency.Cause,0.5852,0.7975580990314484
nyt_08835,0,not,Expansion,0.5972,None,0.6201,0.6712923645973206
nyt_08839,19,Since-then,Temporal,0.5623,None,0.4437,0.7391038537025452
nyt_08850,18,underscoring,Contingency,0.5417,Contingency.Cause,0.4619,0.7037649154663086
nyt_08856,14,requiring,Contingency,0.7608,Contingency.Cause,0.5995,0.8519934713840485
nyt_08857,6,destroying,Contingency,0.7103,Contingency.Cause,0.5545,0.8279189169406891
nyt_08866,0,making,Contingency,0.8969,Contingency.Cause,0.8082,0.9275774955749512
nyt_08866,5,making,Contingency,0.9005,Contingency.Cause,0.7357,0.9232956916093826
nyt_08869,11,dashing,Contingency,0.8015,Contingency.Cause,0.6357,0.8491125255823135
nyt_08872,21,by-then,Temporal,0.5399,None,0.4875,0.7323723137378693
nyt_08874,14,provided,Contingency,0.3959,None,0.351,0.604386955499649
nyt_08877,18,giving,Contingency,0.6608,Contingency.Cause,0.6037,0.7066003382205963
nyt_08881,5,keeping,Contingency,0.6547,Contingency.Cause,0.6012,0.7491831183433533
nyt_08881,11,provided,Contingency,0.6937,None,0.2299,0.8252196311950684
nyt_08881,31,That-means,Contingency,0.5319,Contingency.Cause,0.3923,0.7737515270709991
nyt_08885,15,freeing,Contingency,0.5561,Contingency.Cause,0.4329,0.722542405128479
nyt_08889,16,adding,Contingency,0.6346,Contingency.Cause,0.603,0.7884804010391235
nyt_08893,1,That-is-because,Contingency,0.5622,Contingency.Cause,0.5424,0.6702473163604736
nyt_08897,0,making,Contingency,0.9358,Contingency.Cause,0.9152,0.9481466114521027
nyt_08904,4,followed-by,None,0.3987,None,0.4006,0.6013162136077881
nyt_08910,18,allowing,Contingency,0.6706,Contingency.Cause,0.7108,0.7221553921699524
nyt_08921,19,contradicting,Contingency,0.5477,None,0.5923,0.6600112318992615
nyt_08935,2,That-is-why,Contingency,0.6197,None,0.4088,0.6956607401371002
nyt_08951,14,This-is-because-of,Contingency,0.4375,None,0.3143,0.633085310459137
nyt_08958,8,casting,Contingency,0.7774,Contingency.Cause,0.6328,0.8018112927675247
nyt_08958,29,offering,Contingency,0.7534,Contingency.Cause,0.4397,0.8095621764659882
nyt_08977,4,creating,Contingency,0.9727,Contingency.Cause,0.9349,0.9895329438149929
nyt_08986,0,putting,Contingency,0.9607,Contingency.Cause,0.9342,0.977664852514863
nyt_08986,6,That-is-why,Contingency,0.5513,Contingency.Cause,0.5427,0.6574152112007141
nyt_08986,12,leaving,Contingency,0.7694,Contingency.Cause,0.6729,0.831413060426712
nyt_08990,12,ending,Contingency,0.5331,Contingency.Cause,0.441,0.7040657699108124
nyt_08995,1,not,Expansion,0.4556,None,0.4993,0.6229305267333984
nyt_09005,0,leaving,Contingency,0.6272,Contingency.Cause,0.6424,0.6985868513584137
nyt_09005,4,Until-then,None,0.3709,None,0.4401,0.6291188597679138
nyt_09015,9,That-could-imply,None,0.3922,Contingency.Cause,0.4628,0.6078101694583893
nyt_09021,3,that-makes,None,0.3972,None,0.3471,0.6027808487415314
nyt_09021,6,leaving,Contingency,0.6467,Contingency.Cause,0.7226,0.7284855246543884
nyt_09024,17,After-that,Temporal,0.3918,None,0.4869,0.643528014421463
nyt_09027,13,generating,Contingency,0.6103,Contingency.Cause,0.7713,0.6740080118179321
nyt_09029,28,drawing,Contingency,0.5787,Contingency.Cause,0.5002,0.7273002862930298
nyt_09037,28,allowing,Contingency,0.7039,Contingency.Cause,0.546,0.8424873352050781
nyt_09038,6,reducing,Contingency,0.8175,Contingency.Cause,0.706,0.8853834867477417
nyt_09046,2,leaving,Contingency,0.8927,Contingency.Cause,0.8714,0.9528016522526741
nyt_09046,15,That-is-why,Contingency,0.5185,Contingency.Cause,0.4883,0.6386598646640778
nyt_09047,6,giving,Contingency,0.679,Contingency.Cause,0.5898,0.7309289276599884
nyt_09051,4,And-that-means,Contingency,0.5066,Contingency.Cause,0.4627,0.6925833821296692
nyt_09051,5,reducing,Contingency,0.9041,Contingency.Cause,0.6595,0.9273587167263031
nyt_09051,7,putting,Contingency,0.7965,Contingency.Cause,0.8422,0.8480398058891296
nyt_09052,6,creating,Contingency,0.8658,Contingency.Cause,0.808,0.9373887628316879
nyt_09052,16,introducing,Contingency,0.5543,Contingency.Cause,0.3141,0.708275556564331
nyt_09055,2,reflecting,Contingency,0.9019,Contingency.Cause,0.7833,0.9251225516200066
nyt_09055,9,adding,None,0.3876,None,0.4183,0.6124148666858673
nyt_09056,31,cementing,Contingency,0.7496,Contingency.Cause,0.6603,0.835298091173172
nyt_09056,33,That-'s-why,Contingency,0.5751,Contingency.Cause,0.4775,0.6732636988162994
nyt_09070,46,seeking,Contingency,0.5441,None,0.5869,0.6961546540260315
nyt_09080,11,foreshadowing,Contingency,0.7228,Contingency.Cause,0.6511,0.7917658090591431
nyt_09086,3,''-which-means,Contingency,0.4468,None,0.4293,0.6186141073703766
nyt_09088,4,masking,Contingency,0.7266,None,0.3685,0.8075826466083527
nyt_09093,6,making,Contingency,0.8692,Contingency.Cause,0.8489,0.9065790176391602
nyt_09097,12,prompting,Contingency,0.8246,Contingency.Cause,0.6471,0.8849631547927856
nyt_09101,1,suggesting,Contingency,0.8959,Contingency.Cause,0.7711,0.9274784624576569
nyt_09101,17,putting,Contingency,0.6778,Contingency.Cause,0.6101,0.754698634147644
